,default_cat,pdays_cat,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job,marital,education,housing,loan,contact,month,day_of_week,poutcome,age,campaign,previous
15522,no,0,1.4,93.918,-42.7,4.957,5228.1,admin.,single,high.school,no,no,cellular,jul,fri,nonexistent,26,3,0
35184,no,0,-1.8,92.893,-46.2,1.25,5099.1,blue-collar,single,high.school,yes,yes,cellular,may,fri,failure,30,2,1
29199,unknown|yes,0,-1.8,93.075,-47.1,1.405,5099.1,unemployed,married,basic.9y,no,no,cellular,apr,fri,failure,41,1,1
34863,no,0,-1.8,92.893,-46.2,1.25,5099.1,blue-collar,married,basic.9y,yes,no,cellular,may,fri,nonexistent,28,5,0
25507,no,0,-0.1,93.2,-42.0,4.12,5195.8,entrepreneur,married,high.school,no,no,cellular,nov,wed,failure,44,1,1
4660,no,0,1.1,93.994,-36.4,4.858,5191.0,management,married,university.degree,yes,no,telephone,may,wed,nonexistent,33,1,0
5569,no,0,1.1,93.994,-36.4,4.857,5191.0,admin.,divorced,university.degree,yes,no,telephone,may,mon,nonexistent,47,2,0
22060,no,0,1.4,93.444,-36.1,4.964,5228.1,services,married,high.school,yes,no,cellular,aug,wed,nonexistent,48,2,0
5935,no,0,1.1,93.994,-36.4,4.857,5191.0,management,married,high.school,yes,yes,telephone,may,tue,nonexistent,32,4,0
16337,no,0,1.4,93.918,-42.7,4.961,5228.1,blue-collar,single,high.school,no,no,telephone,jul,tue,nonexistent,31,11,0
40193,no,15,-1.7,94.215,-40.3,0.87,4991.6,technician,divorced,professional.course,yes,no,cellular,jul,mon,success,49,3,1
37039,no,0,-2.9,92.469,-33.6,1.044,5076.2,admin.,single,university.degree,no,no,cellular,jul,tue,nonexistent,27,1,0
7824,unknown|yes,0,1.4,94.465,-41.8,4.865,5228.1,retired,married,basic.4y,yes,no,telephone,jun,mon,nonexistent,43,1,0
25339,no,0,-0.1,93.2,-42.0,4.153,5195.8,entrepreneur,married,basic.4y,yes,no,cellular,nov,tue,nonexistent,45,5,0
16932,no,0,1.4,93.918,-42.7,4.962,5228.1,blue-collar,married,university.degree,yes,no,cellular,jul,thu,nonexistent,43,3,0
22435,no,0,1.4,93.444,-36.1,4.964,5228.1,housemaid,married,university.degree,yes,no,cellular,aug,fri,nonexistent,34,2,0
34595,no,0,-1.8,92.893,-46.2,1.266,5099.1,blue-collar,married,basic.6y,no,no,cellular,may,thu,failure,30,2,1
1599,no,0,1.1,93.994,-36.4,4.855,5191.0,admin.,married,high.school,yes,yes,telephone,may,fri,nonexistent,31,1,0
40036,no,0,-1.7,94.215,-40.3,0.793,4991.6,admin.,divorced,university.degree,no,no,cellular,jul,mon,nonexistent,41,2,0
33240,no,0,-1.8,92.893,-46.2,1.291,5099.1,entrepreneur,married,high.school,yes,no,cellular,may,tue,nonexistent,32,1,0
22860,no,0,1.4,93.444,-36.1,4.965,5228.1,admin.,married,university.degree,no,no,cellular,aug,mon,nonexistent,31,4,0
23324,no,0,1.4,93.444,-36.1,4.964,5228.1,admin.,divorced,university.degree,no,yes,cellular,aug,wed,nonexistent,54,1,0
19084,no,0,1.4,93.444,-36.1,4.968,5228.1,technician,married,professional.course,no,no,cellular,aug,tue,nonexistent,40,1,0
5972,no,0,1.1,93.994,-36.4,4.857,5191.0,student,single,university.degree,yes,no,telephone,may,tue,nonexistent,27,1,0
17116,unknown|yes,0,1.4,93.918,-42.7,4.962,5228.1,retired,married,high.school,yes,no,cellular,jul,fri,nonexistent,60,2,0
21163,no,0,1.4,93.444,-36.1,4.963,5228.1,admin.,married,university.degree,yes,no,cellular,aug,mon,nonexistent,31,2,0
8780,unknown|yes,0,1.4,94.465,-41.8,4.866,5228.1,blue-collar,married,basic.6y,yes,no,telephone,jun,thu,nonexistent,45,1,0
36724,no,0,-2.9,92.963,-40.8,1.268,5076.2,technician,married,high.school,no,no,cellular,jun,fri,nonexistent,29,2,0
34272,no,0,-1.8,92.893,-46.2,1.266,5099.1,blue-collar,married,professional.course,yes,no,cellular,may,thu,nonexistent,27,3,0
33319,no,0,-1.8,92.893,-46.2,1.291,5099.1,blue-collar,married,basic.9y,yes,yes,cellular,may,tue,nonexistent,41,2,0
38933,no,0,-3.4,92.649,-30.1,0.716,5017.5,entrepreneur,married,university.degree,yes,no,cellular,nov,wed,nonexistent,55,1,0
2133,no,0,1.1,93.994,-36.4,4.857,5191.0,technician,married,basic.9y,no,no,telephone,may,mon,nonexistent,46,6,0
38538,no,0,-3.4,92.431,-26.9,0.724,5017.5,admin.,married,high.school,no,no,cellular,oct,wed,failure,40,3,1
27057,no,0,-0.1,93.2,-42.0,4.021,5195.8,technician,divorced,basic.9y,no,no,cellular,nov,fri,nonexistent,45,4,0
25606,no,0,-0.1,93.2,-42.0,4.12,5195.8,services,married,basic.9y,no,no,cellular,nov,wed,nonexistent,40,6,0
10043,no,0,1.4,94.465,-41.8,4.958,5228.1,student,single,university.degree,no,yes,telephone,jun,thu,nonexistent,27,1,0
8241,no,0,1.4,94.465,-41.8,4.864,5228.1,self-employed,married,professional.course,yes,no,telephone,jun,tue,nonexistent,30,4,0
9199,unknown|yes,0,1.4,94.465,-41.8,4.967,5228.1,blue-collar,married,basic.4y,no,no,telephone,jun,fri,nonexistent,42,1,0
19310,no,0,1.4,93.444,-36.1,4.967,5228.1,technician,married,professional.course,no,no,cellular,aug,wed,nonexistent,35,5,0
10088,no,0,1.4,94.465,-41.8,4.958,5228.1,technician,divorced,professional.course,no,no,telephone,jun,thu,nonexistent,38,2,0
21204,unknown|yes,0,1.4,93.444,-36.1,4.963,5228.1,technician,divorced,university.degree,yes,no,cellular,aug,mon,nonexistent,38,2,0
17446,no,0,1.4,93.918,-42.7,4.962,5228.1,admin.,married,high.school,yes,yes,telephone,jul,mon,nonexistent,42,1,0
11744,unknown|yes,0,1.4,94.465,-41.8,4.959,5228.1,admin.,married,basic.4y,no,no,telephone,jun,fri,nonexistent,55,7,0
39614,no,7,-1.8,93.876,-40.0,0.682,5008.7,retired,divorced,basic.4y,yes,no,cellular,may,fri,success,78,2,2
38458,no,0,-3.4,92.431,-26.9,0.73,5017.5,admin.,single,university.degree,no,no,cellular,oct,fri,failure,26,2,1
32389,no,0,-1.8,92.893,-46.2,1.313,5099.1,management,married,university.degree,no,no,cellular,may,fri,failure,31,1,1
25797,no,0,-0.1,93.2,-42.0,4.12,5195.8,blue-collar,married,basic.9y,yes,yes,cellular,nov,wed,nonexistent,31,1,0
8752,no,0,1.4,94.465,-41.8,4.866,5228.1,entrepreneur,single,university.degree,no,no,telephone,jun,thu,nonexistent,44,1,0
4052,no,0,1.1,93.994,-36.4,4.858,5191.0,self-employed,married,professional.course,no,no,telephone,may,mon,nonexistent,28,1,0
27621,no,0,-0.1,93.2,-42.0,4.021,5195.8,management,married,university.degree,no,yes,telephone,nov,fri,nonexistent,51,4,0
34445,no,0,-1.8,92.893,-46.2,1.266,5099.1,services,married,basic.6y,yes,no,cellular,may,thu,failure,47,2,1
10459,no,0,1.4,94.465,-41.8,4.96,5228.1,blue-collar,married,basic.9y,no,no,telephone,jun,mon,nonexistent,41,20,0
9110,no,0,1.4,94.465,-41.8,4.967,5228.1,entrepreneur,married,basic.9y,no,yes,telephone,jun,fri,nonexistent,54,6,0
32649,no,0,-1.8,92.893,-46.2,1.299,5099.1,admin.,divorced,high.school,no,no,cellular,may,mon,nonexistent,38,1,0
9871,no,0,1.4,94.465,-41.8,4.959,5228.1,admin.,married,university.degree,no,no,telephone,jun,wed,nonexistent,54,1,0
27907,no,0,-1.8,92.843,-50.0,1.538,5099.1,student,single,basic.9y,yes,no,cellular,mar,thu,nonexistent,20,2,0
16590,no,0,1.4,93.918,-42.7,4.963,5228.1,admin.,married,basic.6y,no,no,cellular,jul,wed,nonexistent,44,3,0
1891,no,0,1.1,93.994,-36.4,4.855,5191.0,management,single,university.degree,yes,no,telephone,may,fri,nonexistent,50,2,0
7221,no,0,1.1,93.994,-36.4,4.86,5191.0,technician,married,high.school,no,no,telephone,may,thu,nonexistent,40,2,0
18546,unknown|yes,0,1.4,93.918,-42.7,4.968,5228.1,unemployed,married,high.school,yes,no,cellular,jul,thu,nonexistent,33,1,0
34183,no,0,-1.8,92.893,-46.2,1.281,5099.1,blue-collar,single,basic.4y,yes,no,telephone,may,wed,nonexistent,27,3,0
34057,no,0,-1.8,92.893,-46.2,1.281,5099.1,blue-collar,married,basic.9y,no,no,cellular,may,wed,nonexistent,35,2,0
39616,no,2,-1.8,93.876,-40.0,0.682,5008.7,technician,married,university.degree,yes,no,cellular,may,fri,success,44,2,1
20923,unknown|yes,0,1.4,93.444,-36.1,4.964,5228.1,blue-collar,married,university.degree,yes,no,cellular,aug,thu,nonexistent,54,2,0
17360,no,0,1.4,93.918,-42.7,4.962,5228.1,admin.,divorced,university.degree,no,no,cellular,jul,mon,nonexistent,51,3,0
37740,no,0,-2.9,92.201,-31.4,0.849,5076.2,retired,married,university.degree,yes,no,cellular,aug,fri,nonexistent,58,1,0
23835,no,0,1.4,93.444,-36.1,4.963,5228.1,admin.,single,university.degree,no,no,cellular,aug,fri,nonexistent,29,1,0
15758,unknown|yes,0,1.4,93.918,-42.7,4.96,5228.1,blue-collar,single,basic.9y,yes,no,cellular,jul,mon,nonexistent,36,8,0
28537,no,0,-1.8,93.075,-47.1,1.415,5099.1,technician,divorced,university.degree,no,no,cellular,apr,wed,failure,38,2,2
8772,no,0,1.4,94.465,-41.8,4.866,5228.1,blue-collar,married,basic.4y,no,no,telephone,jun,thu,nonexistent,35,1,0
23447,no,0,1.4,93.444,-36.1,4.964,5228.1,technician,married,university.degree,yes,no,cellular,aug,wed,nonexistent,47,7,0
35823,no,0,-1.8,92.893,-46.2,1.244,5099.1,admin.,married,university.degree,yes,no,cellular,may,mon,nonexistent,55,2,0
39010,no,0,-3.0,92.713,-33.0,0.715,5023.5,admin.,married,high.school,yes,yes,cellular,dec,wed,nonexistent,32,2,0
2918,no,0,1.1,93.994,-36.4,4.859,5191.0,admin.,divorced,university.degree,no,no,telephone,may,wed,nonexistent,58,2,0
35255,no,0,-1.8,92.893,-46.2,1.25,5099.1,services,married,high.school,yes,no,cellular,may,fri,nonexistent,34,3,0
14172,no,0,1.4,93.918,-42.7,4.962,5228.1,admin.,married,university.degree,no,no,cellular,jul,mon,nonexistent,28,3,0
26931,no,0,-0.1,93.2,-42.0,4.076,5195.8,blue-collar,married,basic.4y,yes,no,cellular,nov,thu,nonexistent,31,4,0
2865,unknown|yes,0,1.1,93.994,-36.4,4.859,5191.0,blue-collar,single,basic.6y,yes,no,telephone,may,wed,nonexistent,35,1,0
8484,unknown|yes,0,1.4,94.465,-41.8,4.864,5228.1,unemployed,married,basic.9y,no,no,telephone,jun,tue,nonexistent,46,7,0
12529,no,0,1.4,93.918,-42.7,4.96,5228.1,technician,single,professional.course,yes,yes,cellular,jul,mon,nonexistent,33,1,0
8333,no,0,1.4,94.465,-41.8,4.864,5228.1,admin.,married,high.school,yes,yes,telephone,jun,tue,nonexistent,35,3,0
38748,no,3,-3.4,92.649,-30.1,0.715,5017.5,student,single,high.school,no,no,cellular,nov,wed,success,20,2,3
2445,no,0,1.1,93.994,-36.4,4.856,5191.0,technician,married,professional.course,yes,no,telephone,may,tue,nonexistent,38,1,0
36869,no,11,-2.9,92.963,-40.8,1.252,5076.2,technician,married,professional.course,yes,no,cellular,jun,tue,failure,31,3,2
4795,no,0,1.1,93.994,-36.4,4.858,5191.0,services,married,high.school,no,no,telephone,may,wed,nonexistent,44,1,0
11718,no,0,1.4,94.465,-41.8,4.959,5228.1,admin.,married,university.degree,no,no,telephone,jun,fri,nonexistent,44,10,0
34111,no,0,-1.8,92.893,-46.2,1.281,5099.1,housemaid,married,high.school,no,no,cellular,may,wed,nonexistent,41,2,0
2391,no,0,1.1,93.994,-36.4,4.856,5191.0,services,married,high.school,no,no,telephone,may,tue,nonexistent,37,2,0
26010,no,0,-0.1,93.2,-42.0,4.12,5195.8,entrepreneur,married,university.degree,no,no,telephone,nov,wed,failure,37,2,1
19668,no,0,1.4,93.444,-36.1,4.968,5228.1,admin.,divorced,university.degree,no,no,cellular,aug,thu,nonexistent,47,7,0
24591,no,0,-0.1,93.2,-42.0,4.191,5195.8,admin.,single,high.school,yes,no,cellular,nov,mon,nonexistent,32,2,0
25785,no,0,-0.1,93.2,-42.0,4.12,5195.8,management,married,university.degree,yes,no,cellular,nov,wed,nonexistent,58,2,0
12786,no,0,1.4,93.918,-42.7,4.962,5228.1,admin.,married,university.degree,no,no,cellular,jul,tue,nonexistent,43,1,0
31284,unknown|yes,0,-1.8,92.893,-46.2,1.334,5099.1,blue-collar,married,basic.9y,yes,no,cellular,may,wed,nonexistent,51,1,0
5222,no,0,1.1,93.994,-36.4,4.857,5191.0,retired,married,basic.4y,yes,no,telephone,may,fri,nonexistent,56,1,0
12804,no,0,1.4,93.918,-42.7,4.962,5228.1,management,married,basic.9y,no,no,cellular,jul,tue,nonexistent,43,1,0
27889,no,0,-1.8,92.843,-50.0,1.556,5099.1,blue-collar,single,basic.9y,yes,no,cellular,mar,tue,nonexistent,29,13,0
13145,no,0,1.4,93.918,-42.7,4.962,5228.1,housemaid,married,basic.4y,yes,no,cellular,jul,wed,nonexistent,43,1,0
38956,no,0,-3.4,92.649,-30.1,0.719,5017.5,blue-collar,married,basic.6y,yes,no,cellular,nov,mon,failure,31,1,2
10127,no,0,1.4,94.465,-41.8,4.958,5228.1,admin.,single,university.degree,no,yes,telephone,jun,thu,nonexistent,42,1,0
40310,no,0,-1.7,94.215,-40.3,0.896,4991.6,admin.,married,university.degree,yes,no,telephone,jul,fri,failure,35,1,2
28575,no,0,-1.8,93.075,-47.1,1.415,5099.1,unemployed,single,university.degree,yes,no,cellular,apr,wed,nonexistent,32,1,0
25200,no,0,-0.1,93.2,-42.0,4.153,5195.8,management,married,university.degree,no,no,cellular,nov,tue,nonexistent,47,2,0
27143,no,0,-0.1,93.2,-42.0,4.021,5195.8,entrepreneur,married,high.school,no,yes,cellular,nov,fri,nonexistent,34,1,0
40359,no,3,-1.7,94.027,-38.3,0.9,4991.6,blue-collar,married,basic.4y,yes,no,cellular,aug,wed,success,58,1,1
19675,no,0,1.4,93.444,-36.1,4.968,5228.1,housemaid,married,basic.4y,no,no,cellular,aug,thu,nonexistent,31,1,0
24744,unknown|yes,0,-0.1,93.2,-42.0,4.153,5195.8,technician,divorced,professional.course,no,no,cellular,nov,tue,nonexistent,35,1,0
705,no,0,1.1,93.994,-36.4,4.857,5191.0,admin.,married,university.degree,yes,yes,telephone,may,tue,nonexistent,35,2,0
2147,no,0,1.1,93.994,-36.4,4.857,5191.0,admin.,single,university.degree,yes,no,telephone,may,mon,nonexistent,40,3,0
1066,no,0,1.1,93.994,-36.4,4.856,5191.0,services,married,university.degree,yes,no,telephone,may,wed,nonexistent,30,4,0
3571,no,0,1.1,93.994,-36.4,4.859,5191.0,admin.,single,high.school,no,no,telephone,may,fri,nonexistent,27,2,0
12410,no,0,1.4,93.918,-42.7,4.96,5228.1,self-employed,married,university.degree,yes,no,cellular,jul,mon,nonexistent,42,2,0
14182,unknown|yes,0,1.4,93.918,-42.7,4.962,5228.1,services,divorced,high.school,yes,no,cellular,jul,mon,nonexistent,56,2,0
9325,unknown|yes,0,1.4,94.465,-41.8,4.967,5228.1,blue-collar,married,basic.9y,no,no,telephone,jun,fri,nonexistent,41,3,0
3177,no,0,1.1,93.994,-36.4,4.86,5191.0,blue-collar,married,basic.9y,no,no,telephone,may,thu,nonexistent,49,1,0
39057,no,0,-3.0,92.713,-33.0,0.712,5023.5,student,single,basic.9y,no,no,cellular,dec,thu,nonexistent,18,2,0
26905,no,0,-0.1,93.2,-42.0,4.076,5195.8,blue-collar,divorced,basic.6y,yes,no,cellular,nov,thu,nonexistent,55,3,0
20325,no,0,1.4,93.444,-36.1,4.965,5228.1,admin.,single,university.degree,yes,yes,cellular,aug,mon,nonexistent,38,2,0
15116,no,0,1.4,93.918,-42.7,4.958,5228.1,housemaid,married,basic.9y,yes,yes,cellular,jul,thu,nonexistent,42,1,0
36571,no,0,-2.9,92.963,-40.8,1.26,5076.2,admin.,single,high.school,no,no,cellular,jun,wed,nonexistent,54,1,0
12363,no,0,1.4,93.918,-42.7,4.959,5228.1,services,divorced,high.school,yes,yes,cellular,jul,fri,nonexistent,30,2,0
14924,no,0,1.4,93.918,-42.7,4.957,5228.1,technician,married,basic.9y,no,no,cellular,jul,wed,nonexistent,43,6,0
32840,no,0,-1.8,92.893,-46.2,1.299,5099.1,blue-collar,married,basic.6y,yes,yes,cellular,may,mon,nonexistent,32,2,0
616,unknown|yes,0,1.1,93.994,-36.4,4.857,5191.0,services,married,high.school,no,no,telephone,may,tue,nonexistent,39,4,0
30328,no,0,-1.8,93.075,-47.1,1.365,5099.1,retired,married,university.degree,no,no,cellular,apr,thu,failure,57,1,1
1973,no,0,1.1,93.994,-36.4,4.855,5191.0,blue-collar,divorced,basic.4y,no,no,telephone,may,fri,nonexistent,41,3,0
22310,unknown|yes,0,1.4,93.444,-36.1,4.963,5228.1,technician,married,professional.course,no,no,cellular,aug,thu,nonexistent,32,1,0
1524,no,0,1.1,93.994,-36.4,4.855,5191.0,admin.,single,university.degree,no,no,telephone,may,thu,nonexistent,29,2,0
40382,no,0,-1.7,94.027,-38.3,0.9,4991.6,admin.,single,university.degree,yes,no,cellular,aug,wed,success,30,1,2
7758,no,0,1.1,93.994,-36.4,4.864,5191.0,unemployed,married,basic.6y,no,yes,telephone,may,fri,nonexistent,48,3,0
26802,no,0,-0.1,93.2,-42.0,4.076,5195.8,technician,married,high.school,yes,no,telephone,nov,thu,nonexistent,43,4,0
40670,no,6,-1.1,94.199,-37.5,0.879,4963.6,admin.,single,high.school,yes,no,cellular,sep,thu,success,29,1,2
15575,no,0,1.4,93.918,-42.7,4.957,5228.1,entrepreneur,divorced,university.degree,yes,no,cellular,jul,fri,nonexistent,38,2,0
26204,no,0,-0.1,93.2,-42.0,4.076,5195.8,services,single,university.degree,yes,no,cellular,nov,thu,nonexistent,48,2,0
39692,no,0,-1.8,93.876,-40.0,0.688,5008.7,retired,divorced,university.degree,yes,no,cellular,may,tue,nonexistent,74,1,0
223,unknown|yes,0,1.1,93.994,-36.4,4.857,5191.0,technician,married,basic.4y,yes,no,telephone,may,mon,nonexistent,46,1,0
36128,no,0,-1.8,92.893,-46.2,1.27,5099.1,student,single,professional.course,yes,no,cellular,may,wed,nonexistent,25,2,0
31782,no,0,-1.8,92.893,-46.2,1.327,5099.1,blue-collar,married,basic.9y,yes,no,cellular,may,thu,nonexistent,31,1,0
16945,no,0,1.4,93.918,-42.7,4.962,5228.1,blue-collar,married,basic.4y,yes,no,cellular,jul,thu,nonexistent,56,3,0
29673,no,0,-1.8,93.075,-47.1,1.405,5099.1,services,married,basic.6y,no,no,cellular,apr,mon,failure,52,1,1
3247,no,0,1.1,93.994,-36.4,4.86,5191.0,blue-collar,married,basic.9y,no,no,telephone,may,thu,nonexistent,55,2,0
24508,no,0,-0.1,93.2,-42.0,4.191,5195.8,admin.,married,high.school,yes,no,cellular,nov,mon,nonexistent,41,2,0
17718,unknown|yes,0,1.4,93.918,-42.7,4.961,5228.1,admin.,married,university.degree,no,no,cellular,jul,tue,nonexistent,57,4,0
24920,no,0,-0.1,93.2,-42.0,4.153,5195.8,blue-collar,single,high.school,yes,no,cellular,nov,tue,nonexistent,34,1,0
14586,no,0,1.4,93.918,-42.7,4.961,5228.1,technician,divorced,professional.course,yes,no,cellular,jul,tue,nonexistent,46,5,0
28279,no,0,-1.8,93.075,-47.1,1.445,5099.1,unemployed,single,professional.course,yes,no,cellular,apr,wed,nonexistent,25,1,0
32367,unknown|yes,0,-1.8,92.893,-46.2,1.313,5099.1,services,single,high.school,no,no,cellular,may,fri,nonexistent,30,2,0
36668,no,0,-2.9,92.963,-40.8,1.268,5076.2,student,single,high.school,yes,no,telephone,jun,fri,nonexistent,24,1,0
34676,no,0,-1.8,92.893,-46.2,1.266,5099.1,admin.,single,university.degree,yes,no,cellular,may,thu,nonexistent,26,2,0
2799,no,0,1.1,93.994,-36.4,4.859,5191.0,admin.,married,basic.4y,yes,no,telephone,may,wed,nonexistent,39,2,0
37278,no,0,-2.9,92.201,-31.4,0.884,5076.2,retired,married,university.degree,no,no,telephone,aug,mon,nonexistent,64,1,0
10815,no,0,1.4,94.465,-41.8,4.962,5228.1,technician,married,university.degree,yes,no,telephone,jun,wed,nonexistent,34,2,0
32691,no,0,-1.8,92.893,-46.2,1.299,5099.1,admin.,divorced,high.school,no,no,cellular,may,mon,nonexistent,31,1,0
25663,no,0,-0.1,93.2,-42.0,4.12,5195.8,services,married,professional.course,no,no,cellular,nov,wed,nonexistent,30,1,0
26357,no,0,-0.1,93.2,-42.0,4.076,5195.8,management,married,university.degree,no,no,cellular,nov,thu,nonexistent,32,1,0
30577,no,0,-1.8,92.893,-46.2,1.354,5099.1,technician,single,high.school,yes,no,cellular,may,mon,failure,28,3,1
18457,no,0,1.4,93.918,-42.7,4.968,5228.1,technician,single,professional.course,no,yes,telephone,jul,thu,nonexistent,32,1,0
21493,unknown|yes,0,1.4,93.444,-36.1,4.963,5228.1,blue-collar,married,basic.6y,yes,no,cellular,aug,tue,nonexistent,46,2,0
38702,no,0,-3.4,92.649,-30.1,0.715,5017.5,housemaid,single,university.degree,no,no,cellular,nov,mon,nonexistent,29,1,0
19142,no,0,1.4,93.444,-36.1,4.968,5228.1,admin.,married,high.school,no,no,cellular,aug,tue,nonexistent,52,1,0
880,no,0,1.1,93.994,-36.4,4.856,5191.0,admin.,single,high.school,yes,no,telephone,may,wed,nonexistent,31,1,0
10784,no,0,1.4,94.465,-41.8,4.961,5228.1,admin.,single,university.degree,yes,no,telephone,jun,tue,nonexistent,24,21,0
28921,unknown|yes,0,-1.8,93.075,-47.1,1.405,5099.1,services,married,high.school,yes,yes,cellular,apr,fri,failure,36,1,1
37453,no,0,-2.9,92.201,-31.4,0.879,5076.2,admin.,married,high.school,no,no,cellular,aug,wed,nonexistent,38,2,0
4362,no,0,1.1,93.994,-36.4,4.856,5191.0,admin.,single,university.degree,no,no,telephone,may,tue,nonexistent,39,1,0
2711,no,0,1.1,93.994,-36.4,4.859,5191.0,technician,single,university.degree,no,no,telephone,may,wed,nonexistent,38,3,0
30013,no,0,-1.8,93.075,-47.1,1.405,5099.1,admin.,single,university.degree,yes,no,cellular,apr,wed,nonexistent,23,7,0
1246,no,0,1.1,93.994,-36.4,4.855,5191.0,technician,single,high.school,no,no,telephone,may,thu,nonexistent,44,1,0
8857,no,0,1.4,94.465,-41.8,4.866,5228.1,technician,married,basic.9y,yes,no,telephone,jun,thu,nonexistent,52,2,0
27173,no,0,-0.1,93.2,-42.0,4.021,5195.8,blue-collar,divorced,basic.9y,no,no,cellular,nov,fri,nonexistent,40,1,0
17165,no,0,1.4,93.918,-42.7,4.962,5228.1,entrepreneur,married,university.degree,yes,no,cellular,jul,fri,nonexistent,31,2,0
29141,no,0,-1.8,93.075,-47.1,1.405,5099.1,admin.,married,high.school,yes,no,cellular,apr,fri,nonexistent,45,2,0
39686,no,0,-1.8,93.876,-40.0,0.685,5008.7,admin.,married,university.degree,yes,yes,cellular,may,mon,nonexistent,33,2,0
15845,no,0,1.4,93.918,-42.7,4.96,5228.1,services,single,high.school,yes,yes,cellular,jul,mon,nonexistent,23,2,0
8813,no,0,1.4,94.465,-41.8,4.866,5228.1,management,married,university.degree,no,no,telephone,jun,thu,nonexistent,44,1,0
2806,no,0,1.1,93.994,-36.4,4.859,5191.0,blue-collar,married,basic.9y,yes,no,telephone,may,wed,nonexistent,52,1,0
8357,unknown|yes,0,1.4,94.465,-41.8,4.864,5228.1,blue-collar,single,basic.9y,yes,no,telephone,jun,tue,nonexistent,33,3,0
38978,no,0,-3.0,92.713,-33.0,0.718,5023.5,management,married,university.degree,yes,no,cellular,dec,fri,failure,48,5,1
40879,no,0,-1.1,94.601,-49.5,0.959,4963.6,retired,married,basic.4y,yes,no,cellular,oct,wed,failure,75,3,3
5426,no,0,1.1,93.994,-36.4,4.857,5191.0,admin.,married,high.school,no,no,telephone,may,fri,nonexistent,55,6,0
32642,no,0,-1.8,92.893,-46.2,1.299,5099.1,technician,single,university.degree,yes,no,cellular,may,mon,nonexistent,31,1,0
